L_id,task,status,reason,duration_sec,candidate_trials,rejected_trials,rejected_rate,n_trials_code_11,condition_code_11,n_trials_code_22,condition_code_22
L3617,oddball,ok,,640.0,146,0,0.0,121,standard,25,deviant_target
L3620,oddball,ok,,638.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3626,oddball,ok,,672.0,148,71,0.4797297297297297,62,standard,15,deviant_target
L3628,oddball,ok,,643.0,145,5,0.034482758620689655,116,standard,24,deviant_target
L3631,oddball,ok,,650.0,150,10,0.06666666666666667,116,standard,24,deviant_target
L3634,oddball,ok,,638.0,150,3,0.02,122,standard,25,deviant_target
L3642,oddball,ok,,676.0,143,2,0.013986013986013986,118,standard,23,deviant_target
L3649,oddball,ok,,638.0,149,11,0.0738255033557047,113,standard,25,deviant_target
L3653,oddball,ok,,639.0,148,0,0.0,125,standard,23,deviant_target
L3665,oddball,ok,,740.0,147,2,0.013605442176870748,121,standard,24,deviant_target
L3666,oddball,ok,,799.0,148,0,0.0,123,standard,25,deviant_target
L3668,oddball,ok,,745.0,150,0,0.0,125,standard,25,deviant_target
L3669,oddball,ok,,649.0,150,14,0.09333333333333334,113,standard,23,deviant_target
L3673,oddball,ok,,637.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L3679,oddball,ok,,638.0,148,0,0.0,123,standard,25,deviant_target
L3689,oddball,ok,,637.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L3690,oddball,ok,,639.0,149,0,0.0,125,standard,24,deviant_target
L3692,oddball,ok,,649.0,137,19,0.1386861313868613,99,standard,19,deviant_target
L3693,oddball,ok,,637.0,148,0,0.0,123,standard,25,deviant_target
L3697,oddball,ok,,640.0,150,0,0.0,125,standard,25,deviant_target
L3704,oddball,ok,,662.0,124,5,0.04032258064516129,99,standard,20,deviant_target
L3705,oddball,ok,,635.0,149,8,0.053691275167785234,118,standard,23,deviant_target
L3718,oddball,ok,,642.0,147,10,0.06802721088435375,113,standard,24,deviant_target
L3721,oddball,ok,,662.0,148,15,0.10135135135135136,113,standard,20,deviant_target
L3754,oddball,ok,,640.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L3755,oddball,ok,,640.0,149,0,0.0,124,standard,25,deviant_target
L38,oddball,ok,,647.0,145,12,0.08275862068965517,109,standard,24,deviant_target
L3942,oddball,ok,,661.0,147,36,0.24489795918367346,91,standard,20,deviant_target
L3943,oddball,ok,,636.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L3948,oddball,ok,,637.0,150,21,0.14,106,standard,23,deviant_target
L3960,oddball,ok,,861.0,30,3,0.1,22,standard,5,deviant_target
L3982,oddball,ok,,641.0,148,52,0.35135135135135137,79,standard,17,deviant_target
L4024,oddball,ok,,642.0,146,36,0.2465753424657534,90,standard,20,deviant_target
L4033,oddball,ok,,860.0,180,53,0.29444444444444445,106,standard,21,deviant_target
L4057,oddball,ok,,636.0,147,32,0.21768707482993196,96,standard,19,deviant_target
L4063,oddball,ok,,635.0,150,9,0.06,117,standard,24,deviant_target
L4079,oddball,ok,,642.0,148,7,0.0472972972972973,118,standard,23,deviant_target
L4084,oddball,ok,,637.0,148,27,0.18243243243243243,99,standard,22,deviant_target
L4086,oddball,ok,,638.0,148,9,0.060810810810810814,115,standard,24,deviant_target
L4087,oddball,ok,,642.0,150,22,0.14666666666666667,108,standard,20,deviant_target
L4095,oddball,ok,,640.0,150,25,0.16666666666666666,103,standard,22,deviant_target
L4110,oddball,ok,,663.0,148,84,0.5675675675675675,49,standard,15,deviant_target
L4113,oddball,ok,,640.0,146,43,0.2945205479452055,84,standard,19,deviant_target
L416,oddball,ok,,676.0,120,1,0.008333333333333333,99,standard,20,deviant_target
L4191,oddball,ok,,668.0,147,14,0.09523809523809523,110,standard,23,deviant_target
L4211,oddball,ok,,671.0,149,0,0.0,124,standard,25,deviant_target
L4243,oddball,ok,,633.0,150,8,0.05333333333333334,118,standard,24,deviant_target
L4254,oddball,ok,,637.0,149,4,0.026845637583892617,122,standard,23,deviant_target
L4281,oddball,ok,,655.0,150,10,0.06666666666666667,117,standard,23,deviant_target
L4283,oddball,ok,,639.0,148,26,0.17567567567567569,100,standard,22,deviant_target
L4290,oddball,ok,,647.0,149,17,0.11409395973154363,112,standard,20,deviant_target
L4300,oddball,ok,,654.0,148,16,0.10810810810810811,109,standard,23,deviant_target
L4301,oddball,ok,,639.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L4302,oddball,ok,,769.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L4303,oddball,ok,,655.0,140,12,0.08571428571428572,107,standard,21,deviant_target
L4310,oddball,ok,,652.0,139,10,0.07194244604316546,108,standard,21,deviant_target
L432,oddball,ok,,638.0,147,55,0.3741496598639456,74,standard,18,deviant_target
L4331,oddball,ok,,673.0,143,1,0.006993006993006993,118,standard,24,deviant_target
L434,oddball,ok,,665.0,147,10,0.06802721088435375,116,standard,21,deviant_target
L4340,oddball,ok,,680.0,120,62,0.5166666666666667,44,standard,14,deviant_target
L4346,oddball,ok,,648.0,141,11,0.07801418439716312,108,standard,22,deviant_target
L4349,oddball,ok,,633.0,150,0,0.0,125,standard,25,deviant_target
L4361,oddball,ok,,646.0,133,0,0.0,113,standard,20,deviant_target
L4368,oddball,ok,,653.0,115,17,0.14782608695652175,83,standard,15,deviant_target
L4370,oddball,ok,,636.0,150,18,0.12,109,standard,23,deviant_target
L4389,oddball,ok,,640.0,149,12,0.08053691275167785,115,standard,22,deviant_target
L4391,oddball,ok,,690.0,120,11,0.09166666666666666,89,standard,20,deviant_target
L4403,oddball,ok,,638.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L4417,oddball,ok,,634.0,137,11,0.08029197080291971,105,standard,21,deviant_target
L4423,oddball,ok,,667.0,134,12,0.08955223880597014,103,standard,19,deviant_target
L4425,oddball,ok,,678.0,139,20,0.14388489208633093,98,standard,21,deviant_target
L4433,oddball,ok,,640.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L4435,oddball,ok,,689.0,133,7,0.05263157894736842,105,standard,21,deviant_target
L444,oddball,ok,,687.0,120,82,0.6833333333333333,32,standard,6,deviant_target
L4443,oddball,ok,,705.0,150,8,0.05333333333333334,119,standard,23,deviant_target
L4447,oddball,ok,,642.0,144,5,0.034722222222222224,116,standard,23,deviant_target
L4450,oddball,ok,,638.0,150,41,0.2733333333333333,91,standard,18,deviant_target
L4460,oddball,ok,,636.0,150,5,0.03333333333333333,120,standard,25,deviant_target
L4471,oddball,ok,,632.0,150,5,0.03333333333333333,121,standard,24,deviant_target
L4474,oddball,ok,,655.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L4488,oddball,ok,,639.0,148,6,0.04054054054054054,117,standard,25,deviant_target
L449,oddball,ok,,636.0,149,6,0.040268456375838924,118,standard,25,deviant_target
L4493,oddball,blocked,too_few_trials_code_11,662.0,147,147,1.0,0,standard,0,deviant_target
L4497,oddball,ok,,641.0,147,4,0.027210884353741496,120,standard,23,deviant_target
L4505,oddball,ok,,705.0,147,8,0.05442176870748299,116,standard,23,deviant_target
L4514,oddball,ok,,641.0,126,9,0.07142857142857142,99,standard,18,deviant_target
L4516,oddball,ok,,641.0,148,14,0.0945945945945946,113,standard,21,deviant_target
L4521,oddball,ok,,636.0,150,14,0.09333333333333334,114,standard,22,deviant_target
L4523,oddball,ok,,652.0,141,5,0.03546099290780142,113,standard,23,deviant_target
L4533,oddball,ok,,642.0,149,13,0.087248322147651,113,standard,23,deviant_target
L4547,oddball,ok,,644.0,148,0,0.0,124,standard,24,deviant_target
L4562,oddball,ok,,646.0,147,0,0.0,122,standard,25,deviant_target
L4565,oddball,ok,,641.0,146,16,0.1095890410958904,108,standard,22,deviant_target
L4583,oddball,ok,,640.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L4586,oddball,ok,,639.0,149,6,0.040268456375838924,118,standard,25,deviant_target
L465,oddball,ok,,646.0,144,12,0.08333333333333333,112,standard,20,deviant_target
L466,oddball,ok,,638.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L467,oddball,ok,,641.0,146,1,0.00684931506849315,120,standard,25,deviant_target
L479,oddball,ok,,653.0,148,19,0.12837837837837837,106,standard,23,deviant_target
L480,oddball,ok,,643.0,144,0,0.0,122,standard,22,deviant_target
L500,oddball,ok,,633.0,150,26,0.17333333333333334,101,standard,23,deviant_target
L503,oddball,ok,,640.0,147,10,0.06802721088435375,114,standard,23,deviant_target
L511,oddball,ok,,691.0,149,19,0.12751677852348994,106,standard,24,deviant_target
L512,oddball,ok,,642.0,145,67,0.46206896551724136,65,standard,13,deviant_target
L516,oddball,ok,,645.0,141,1,0.0070921985815602835,116,standard,24,deviant_target
L517,oddball,ok,,640.0,149,44,0.2953020134228188,94,standard,11,deviant_target
L525,oddball,ok,,643.0,149,4,0.026845637583892617,120,standard,25,deviant_target
L527,oddball,ok,,643.0,145,60,0.41379310344827586,71,standard,14,deviant_target
L53,oddball,ok,,640.0,149,56,0.37583892617449666,78,standard,15,deviant_target
L534,oddball,ok,,634.0,149,16,0.10738255033557047,110,standard,23,deviant_target
L535,oddball,ok,,641.0,146,24,0.1643835616438356,104,standard,18,deviant_target
L537,oddball,ok,,632.0,149,14,0.09395973154362416,112,standard,23,deviant_target
L540,oddball,ok,,657.0,150,17,0.11333333333333333,111,standard,22,deviant_target
L547,oddball,ok,,641.0,147,6,0.04081632653061224,117,standard,24,deviant_target
L549,oddball,ok,,638.0,148,23,0.1554054054054054,104,standard,21,deviant_target
L56,oddball,ok,,650.0,150,5,0.03333333333333333,123,standard,22,deviant_target
L574,oddball,ok,,643.0,147,2,0.013605442176870748,122,standard,23,deviant_target
L576,oddball,ok,,716.0,150,5,0.03333333333333333,121,standard,24,deviant_target
L584,oddball,ok,,635.0,150,49,0.32666666666666666,83,standard,18,deviant_target
L589,oddball,ok,,638.0,149,40,0.2684563758389262,90,standard,19,deviant_target
L59,oddball,ok,,632.0,150,12,0.08,114,standard,24,deviant_target
L591,oddball,ok,,636.0,150,0,0.0,125,standard,25,deviant_target
L601,oddball,ok,,634.0,150,49,0.32666666666666666,85,standard,16,deviant_target
L611,oddball,ok,,636.0,149,10,0.06711409395973154,115,standard,24,deviant_target
L617,oddball,ok,,636.0,150,9,0.06,117,standard,24,deviant_target
L620,oddball,ok,,650.0,144,8,0.05555555555555555,114,standard,22,deviant_target
L621,oddball,ok,,649.0,148,62,0.4189189189189189,71,standard,15,deviant_target
L625,oddball,ok,,640.0,149,16,0.10738255033557047,110,standard,23,deviant_target
L632,oddball,ok,,640.0,150,4,0.02666666666666667,121,standard,25,deviant_target
L638,oddball,ok,,643.0,147,3,0.02040816326530612,119,standard,25,deviant_target
L65,oddball,ok,,638.0,150,11,0.07333333333333333,117,standard,22,deviant_target
L66,oddball,ok,,646.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L675,oddball,ok,,647.0,142,27,0.19014084507042253,98,standard,17,deviant_target
L682,oddball,ok,,682.0,142,9,0.06338028169014084,109,standard,24,deviant_target
L7,oddball,blocked,too_few_trials_code_11,642.0,148,140,0.9459459459459459,7,standard,1,deviant_target
L702,oddball,ok,,644.0,145,22,0.15172413793103448,104,standard,19,deviant_target
L703,oddball,ok,,638.0,149,93,0.6241610738255033,43,standard,13,deviant_target
L710,oddball,ok,,641.0,145,0,0.0,122,standard,23,deviant_target
L718,oddball,ok,,639.0,150,6,0.04,121,standard,23,deviant_target
L730,oddball,ok,,642.0,144,0,0.0,120,standard,24,deviant_target
L74,oddball,ok,,644.0,146,18,0.1232876712328767,105,standard,23,deviant_target
L750,oddball,ok,,646.0,145,1,0.006896551724137931,121,standard,23,deviant_target
L755,oddball,ok,,639.0,146,4,0.0273972602739726,117,standard,25,deviant_target
L76,oddball,ok,,694.0,148,5,0.033783783783783786,119,standard,24,deviant_target
L761,oddball,ok,,652.0,147,6,0.04081632653061224,116,standard,25,deviant_target
L768,oddball,ok,,652.0,147,4,0.027210884353741496,120,standard,23,deviant_target
L773,oddball,ok,,642.0,148,6,0.04054054054054054,118,standard,24,deviant_target
L793,oddball,ok,,637.0,149,8,0.053691275167785234,116,standard,25,deviant_target
L806,oddball,ok,,649.0,143,6,0.04195804195804196,113,standard,24,deviant_target
L818,oddball,ok,,637.0,149,70,0.4697986577181208,64,standard,15,deviant_target
L826,oddball,ok,,640.0,147,60,0.40816326530612246,73,standard,14,deviant_target
L839,oddball,ok,,636.0,148,0,0.0,124,standard,24,deviant_target
L84,oddball,ok,,643.0,149,43,0.28859060402684567,88,standard,18,deviant_target
L849,oddball,ok,,645.0,147,43,0.2925170068027211,87,standard,17,deviant_target
L85,oddball,ok,,643.0,150,0,0.0,125,standard,25,deviant_target
L852,oddball,ok,,641.0,144,67,0.4652777777777778,65,standard,12,deviant_target
L857,oddball,ok,,641.0,147,14,0.09523809523809523,113,standard,20,deviant_target
L858,oddball,ok,,642.0,147,12,0.08163265306122448,113,standard,22,deviant_target
L87,oddball,ok,,649.0,146,21,0.14383561643835616,104,standard,21,deviant_target
L88,oddball,ok,,639.0,149,24,0.1610738255033557,102,standard,23,deviant_target
L97,oddball,ok,,639.0,149,4,0.026845637583892617,121,standard,24,deviant_target
